Rank,Company_Name,Revenue_$M,Revenue_change%,Profits_$M,Profits_change%,Assets_$M,Market_Value_$M,Employees
800,Lyft,3208,35.7,-1009,0.0,4774,13384.6,4453
801,Gannett,3208,-5.8,-135,0.0,2828,643.9,16300
802,ResMed,3197,8.1,475,-23.7,4728,35463.3,7970
803,Designer Brands,3197,43.0,155,0.0,2015,991.4,13500
804,Graham Holdings,3186,10.3,352,17.2,7426,3000.6,15048
805,Vroom,3184,134.5,-371,0.0,2367,364.7,1807
806,Worthington Industries,3171,3.7,724,818.6,3373,2537.8,9000
807,Calumet Specialty Products Partners,3148,38.8,-260,0.0,2128,1070.8,1450
808,Xilinx,3148,-0.5,647,-18.4,5519,48410.0,4890
809,TransUnion,3145,15.8,1387,304.2,12635,19882.6,10200
810,Travel + Leisure,3134,45.1,308,0.0,6588,4966.2,16800
811,Callaway Golf,3133,97.1,322,0.0,7748,4337.1,24800
812,Dycom Industries,3131,-2.1,49,41.5,2118,2821.0,15024
813,Columbia Sportswear,3126,25.0,354,227.8,3067,5840.4,8325
814,II-VI,3106,30.5,298,0.0,6513,7708.2,22961
815,Change Healthcare,3090,1470.4,-112,0.0,10113,6799.3,15000
816,Grocery Outlet Holding,3080,-1.8,62,-41.6,2670,3148.0,875
817,AMC Networks,3078,9.3,251,4.4,5749,1721.7,1883
818,Hyster-Yale Materials Handling,3076,9.4,-173,-566.3,1970,561.2,8100
819,ChampionX,3075,61.8,113,0.0,3535,4976.7,7000
820,Comfort Systems USA,3074,7.6,143,-4.5,2209,3200.5,13200
821,EQT,3065,0.2,-1156,0.0,21607,12955.4,693
822,Brown & Brown,3051,16.8,587,22.2,9795,20395.7,12023
823,LGI Homes,3050,28.8,430,32.6,2352,2322.4,952
824,Hyatt Hotels,3028,46.6,-222,0.0,12603,10498.3,44000
825,Comerica,3024,-2.3,1168,146.4,94616,11854.4,7442
826,Energizer Holdings,3022,5.6,161,0.0,5008,2191.7,6000
827,Hill-Rom Holdings,3019,4.8,249,11.4,4999,10300.0,10000
828,Rackspace Technology,3010,11.2,-218,0.0,6329,2365.6,6600
829,Verisk Analytics,2999,7.7,666,-6.5,7808,34616.2,9367
830,Spectrum Brands Holdings,2998,-24.4,190,93.9,5340,3617.6,12100
831,Euronet Worldwide,2995,20.7,71,0.0,4744,6658.2,8800
832,TEGNA,2991,1.8,477,-1.2,6918,4962.6,6200
833,Vontier,2991,10.6,413,20.8,4350,4087.8,8500
834,Cadence Design Systems,2988,11.4,696,17.8,4386,45781.7,9298
835,Incyte,2986,12.0,949,0.0,4933,17577.6,2094
836,Match Group,2983,24.8,278,116.0,5063,31007.0,2520
837,Valvoline,2981,26.7,420,32.5,3191,5660.5,9800
838,EnerSys,2978,-3.6,143,4.6,3463,3076.0,11400
839,Avaya Holdings,2973,3.5,-13,0.0,5985,1076.0,8063
840,UWM Holdings,2970,-39.9,98,-97.1,22528,7223.5,8000
841,Zions Bancorp.,2970,1.0,1129,109.5,93200,9958.2,9685
842,Quad/Graphics,2960,-1.6,38,0.0,1890,388.5,15100
843,MKS Instruments,2950,26.6,551,57.5,4540,8327.6,6200
844,Arista Networks,2948,27.2,841,32.5,5734,42773.4,2993
845,Interactive Brokers Group,2938,18.5,308,57.9,109113,27961.7,2571
846,Range Resources,2930,48.8,412,0.0,6661,7964.0,527
847,Atkore,2928,65.9,588,286.0,2210,4415.6,3700
848,Cheesecake Factory,2928,47.6,72,0.0,2798,2098.6,45800
849,First Solar,2923,7.8,469,17.7,7414,8904.4,4800
850,Bio-Rad Laboratories,2923,14.8,4246,11.6,17776,16982.2,7900
851,Cooper Cos.,2923,20.2,2945,1135.2,9606,20587.8,12000
852,Envista Holdings,2922,28.1,341,922.5,6574,7882.5,11200
853,Alight,2915,6.9,-60,0.0,10988,5542.2,16000
854,Newmark Group,2906,52.6,751,837.7,5216,3009.9,6169
855,PC Connection,2893,11.7,70,25.4,1083,1375.8,2542
856,Host Hotels & Resorts,2890,78.4,-11,0.0,12352,13875.9,160
857,Boston Properties,2889,4.4,505,-42.1,22365,20179.9,743
858,Western Midstream Partners,2877,3.8,916,73.9,11273,10177.4,1127
859,Magellan Midstream Partners,2870,18.2,982,20.2,8030,10422.1,1715
860,Hillenbrand,2865,13.8,250,0.0,4015,3216.2,10500
861,Donaldson,2854,10.5,287,11.6,2400,6416.4,13100
862,Moog,2852,-1.1,157,1608.0,3433,2814.6,14000
863,Hawaiian Electric Industries,2850,10.5,246,24.4,15823,4630.0,3623
864,Five Below,2848,45.2,279,126.0,2881,8825.0,13150
865,Twilio,2842,61.3,-950,0.0,12999,29916.9,7867
866,Univision Communciations,2841,11.8,134,0.0,14055,70.0,5652
867,Annaly Capital Management,2836,1188.5,2390,0.0,76764,10281.0,171
868,Fleetcor Technologies,2834,18.6,840,19.2,13405,19398.4,9700
869,West Pharmaceutical Services,2832,31.9,662,91.2,3314,30508.2,10065
870,Green Plains,2827,47.0,-66,0.0,2160,1662.5,859
871,Cracker Barrel Old Country Store,2821,11.8,255,0.0,2392,2757.6,70000
872,Virtu Financial,2812,-13.2,477,-26.5,10320,6622.1,973
873,Teleflex,2810,10.7,485,44.7,6872,16642.1,14000
874,Zynga,2801,41.8,-104,0.0,6359,10463.5,2952
875,Allegheny Technologies,2800,-6.1,-38,0.0,4285,3350.8,6300
876,AppLovin,2793,92.5,35,0.0,6164,20696.8,1594
877,Waters,2786,17.8,693,32.8,3095,18783.4,7800
878,Mutual of America Life Insurance,2785,83.6,51,0.0,28325,3400.0,1146
879,Hovnanian Enterprises,2783,18.7,608,1093.5,2321,371.9,1784
880,Amica Mutual Insurance,2778,1.8,117,-36.3,6937,2778.0,3510
881,Caleres,2778,31.2,137,0.0,1844,727.5,7200
882,FTI Consulting,2776,12.8,235,11.5,3101,5400.1,6780
883,Overstock.com,2774,8.8,389,595.3,1066,1897.8,1350
884,Visteon,2773,8.8,41,0.0,2234,3056.1,10000
885,G-III Apparel Group,2767,34.6,201,752.0,2743,1296.1,3250
886,ITT,2765,11.6,316,336.3,3565,6415.4,9900
887,IDEX,2765,17.6,449,19.0,4917,14591.6,7536
888,Popular,2765,6.2,935,84.5,75098,6252.3,8351
889,Roku,2765,55.5,242,0.0,4082,16949.3,3000
890,Schnitzer Steel Industries,2759,61.1,165,0.0,1494,1445.2,3167
891,Brookdale Senior Living,2758,-22.1,-99,-221.1,6411,1308.3,28545
892,Werner Enterprises,2734,15.3,259,53.2,2604,2697.9,13525
893,Americold Realty Trust,2715,36.6,-31,-224.1,8216,7489.8,16275
894,SkyWest,2714,27.6,112,0.0,7126,1457.6,15205
895,Primerica,2710,22.2,373,-3.3,16123,5326.8,3170
896,McAfee,2701,-7.1,849,0.0,3422,4880.0,2262
897,Nu Skin Enterprises,2696,4.4,147,-23.0,1907,2385.6,19600
898,Copart,2693,22.1,937,33.8,4562,29798.8,8600
899,PROG Holdings,2678,7.8,244,0.0,1622,1586.9,2023
900,Splunk,2674,19.9,-1339,0.0,5791,23881.6,7000
901,MRC Global,2666,4.1,-14,0.0,1671,995.2,2600
902,Stericycle,2647,-1.1,-28,0.0,5473,5415.5,15465
903,Maxim Integrated Products,2633,20.1,827,26.4,4523,27700.0,7100
904,Ensign Group,2628,9.4,195,14.2,2851,4958.3,25900
905,SM Energy,2623,132.8,36,0.0,5234,4746.5,506
906,Kaiser Aluminum,2622,123.6,-19,-164.2,2422,1493.9,3957
907,Federated Mutual Insurance,2612,14.1,320,61.5,10537,3876.0,2702
908,F5,2603,10.7,331,7.7,4997,12691.2,6429
909,Steelcase,2596,-30.3,26,-86.9,2354,1339.5,11400
910,Encore Wire,2593,103.0,541,611.8,1531,2250.3,1440
911,Guess,2592,38.1,171,0.0,2556,1305.5,12500
912,Playtika Holding,2583,8.9,309,235.0,2803,7965.8,4000
913,Pinterest,2578,52.3,316,0.0,3537,16196.9,3225
914,WeWork,2570,-24.8,-4439,0.0,21756,4937.4,4400
915,ManTech International,2554,1.4,137,13.7,2640,3517.6,9800
916,BrightView Holdings,2554,8.8,46,0.0,3238,1351.5,20150
917,NortonLifeLock,2552,-33.9,554,-85.7,6361,15441.9,2800
918,Deckers Outdoor,2546,19.4,383,38.5,2168,7457.8,3400
919,Griffon,2542,5.6,79,48.3,2605,1127.8,6700
920,AMC Entertainment Holdings,2528,103.5,-1269,0.0,10822,12733.4,17122
921,Curtiss-Wright,2506,4.8,267,32.7,4104,5771.0,7800
922,MYR Group,2498,11.2,85,44.7,1121,1594.5,7600
923,Kontoor Brands,2476,0.0,195,0.0,1533,2325.3,14000
924,Liberty Energy,2471,155.8,-179,0.0,2041,2757.9,3601
925,Knights of Columbus,2468,4.9,130,37.2,28838,113.0,749
926,AdaptHealth,2465,133.4,156,0.0,5251,2146.6,10700
927,MillerKnoll,2465,-0.9,173,0.0,2062,2617.7,7600
928,Equity Residential,2464,-4.2,1333,45.9,21169,33802.5,2400
929,DexCom,2449,27.1,155,-68.7,4864,49824.5,6650
930,Rollins,2424,12.2,351,34.5,1981,17260.7,16482
931,Genesco,2422,35.6,115,0.0,1562,868.7,11700
932,Bruker,2418,21.7,277,75.6,3650,9694.7,7765
933,Joann,2418,-12.5,57,-73.3,2362,463.2,13530
934,Wolverine World Wide,2415,34.8,69,0.0,2586,1836.1,4400
935,Gray Television,2413,1.3,90,-78.0,11108,2093.2,8801
936,Affiliated Managers Group,2412,19.0,566,179.8,8876,5606.8,4050
937,Summit Materials,2410,3.3,152,10.3,4239,3687.8,5500
938,SLM,2409,2.4,1161,31.8,29222,5129.7,1450
939,Belden,2408,22.1,64,0.0,3418,2492.5,7400
940,Allison Transmission Holdings,2402,15.4,442,47.8,4457,3810.6,3400
941,Element Solutions,2400,29.5,203,168.6,5138,5434.8,5300
942,Portland General Electric,2396,11.7,244,57.4,9494,4940.0,2839
943,REV Group,2381,4.5,44,0.0,1238,843.4,6800
944,Acadia Healthcare,2377,-25.9,191,0.0,4768,5891.3,19200
945,Alexandria Real Estate Equities,2374,2.9,571,-25.9,30219,32188.6,559
946,Nordson,2362,11.4,454,82.1,3791,13157.1,6813
947,NewMarket,2356,17.2,191,-29.4,2558,3346.7,2104
948,Ohio National Mutual,2347,7.5,-85,-177495.8,40795,23477.0,1082
949,Stepan,2346,25.5,138,8.7,2066,2215.6,2439
950,Valhi,2335,24.3,127,130.4,3005,828.8,2847
951,Hilton Grand Vacations,2335,161.2,176,0.0,8008,6247.9,13000
952,Cooper-Standard Holdings,2330,-1.9,-323,0.0,2227,149.0,21300
953,Etsy,2329,35.0,494,41.3,3832,15787.7,2402
954,Crocs,2313,66.9,726,132.0,1545,4676.2,5770
955,Olympic Steel,2312,87.4,121,0.0,1024,427.8,1642
956,Signature Bank,2311,15.2,918,73.8,118445,18416.9,1854
957,SBA Communications,2309,10.8,238,885.8,9802,37168.7,1596
958,Murphy Oil,2300,16.7,-74,0.0,10305,6275.3,696
959,Entegris,2299,23.6,409,38.7,3192,17830.9,6850
960,AvalonBay Communities,2295,-0.3,1004,21.3,19902,34710.3,2883
961,Saia,2289,25.6,253,83.1,1845,6438.4,11600
962,E.W. Scripps,2284,19.2,123,-54.4,6658,1718.3,5600
963,TTEC Holdings,2273,16.6,141,18.8,1997,3878.0,65000
964,Sun Communities,2273,62.5,380,188.8,13494,20372.8,5455
965,Alpha Metallurgical Resources,2259,36.7,289,0.0,1858,2447.5,3500
966,GEO Group,2257,-4.0,77,-31.5,4537,809.8,15800
967,Viasat,2256,-2.3,4,0.0,5350,3630.4,5800
968,Benchmark Electronics,2255,9.8,36,154.5,1904,881.4,10900
969,Kar Auction Services,2252,2.9,67,13200.0,7417,2187.3,8928
970,TTM Technologies,2249,0.0,54,-69.4,3026,1506.2,16100
971,Kirby,2247,3.5,-247,0.0,5399,4345.9,5125
972,Woodward,2246,-10.0,209,-13.2,4091,7882.4,7200
973,Clear Channel Outdoor Holdings,2241,20.8,-434,0.0,5299,1630.9,4600
974,Spire,2236,20.5,272,206.7,9356,3713.6,3710
975,Vista Outdoor,2226,26.7,266,0.0,1765,2007.9,5900
976,Surgery Partners,2225,19.6,-71,0.0,6118,4919.1,9600
977,LHC Group,2220,7.6,116,3.7,2896,5229.6,23000
978,Amedisys,2214,6.9,209,13.9,1857,5603.9,21000
979,Century Aluminum,2213,37.8,-167,0.0,1570,2400.3,2512
980,Arch Resources,2208,50.5,338,0.0,2117,2126.2,3303
981,Aerojet Rocketdyne Holdings,2188,5.6,144,4.4,2434,3169.4,5000
982,Sleep Number,2185,17.7,154,10.5,920,1123.7,5388
983,HNI,2184,11.7,60,42.7,1498,1568.7,8000
984,Pure Storage,2181,29.5,-143,0.0,3135,10238.0,4200
985,TrueBlue,2174,17.7,62,0.0,1033,995.6,6400
986,Party City Holdco,2171,17.3,-7,0.0,2712,402.6,11450
987,Dun & Bradstreet Holdings,2166,24.6,-72,0.0,9997,7554.0,6296
988,Dropbox,2158,12.7,336,0.0,3091,8873.5,2667
989,New Jersey Resources,2157,10.4,118,-39.2,5722,4405.4,1251
990,Acushnet Holdings,2148,33.2,179,86.3,2006,2914.0,6500
991,Harsco,2147,14.6,-3,0.0,3054,969.7,12000
992,Beazer Homes USA,2140,0.6,122,133.6,2079,478.8,1052
993,Chemed,2139,2.9,269,-15.9,1343,7592.5,14137
994,Genesis Energy,2126,16.5,-165,0.0,5906,1435.4,1898
995,BWX Technologies,2124,0.0,306,9.8,2501,4925.6,6600
996,Vizio Holding,2124,4.0,-39,-138.4,936,1705.1,800
997,1-800-Flowers.com,2122,42.5,119,101.1,1077,830.0,4800
998,Cowen,2113,30.2,296,36.6,8749,744.1,1534
999,Ashland Global Holdings,2111,-11.2,220,0.0,6612,5601.9,4100
1000,DocuSign,2107,45.0,-70,0.0,2541,21302.8,7461
